season,school,wins,adjoe,adjde,barthag,efg,efgd,tor,tord,orb,drb,ftr,ftrd,two_pct,two_pctd,three_pct,three_pctd,adj_t,wab
2011,"Illinois
9 seed, R32",7,"115.9
12","89.2
37",".9530
9","55.2
25","43.9
60","18.5
67","23.2
84","34.1
127","31.6
152","26.2
323","34.7
112","53.6
35","45
117","39.6
41","27.7
43","70.3
112","1.3
10"
2010,"Purdue
4 seed, Sweet Sixteen",5,"104.7
110","82.3
6",".9409
9","49.3
149","41.8
26","18.1
53","26.9
15","31.6
212","27.9
47","38.7
157","56.3
331","51.4
81","39.2
19","29.8
262","32.8
139","70.7
111","0.9
12"
2009,"Ohio St.
8 seed, R64",3,"93.8
248","72.0
1",".9546
9","51
94","36.7
3","21.8
176","28.9
10","31.1
215","26.4
22","41
107","10.7
1","52.3
60","35.8
8","32.8
197","25.5
17","66.6
243","0.2
58"
2008,"Texas A&M
9 seed, R32",6,"115.0
16","86.9
19",".9618
9","54.7
55","41.9
21","21.9
151","18.9
298","41.5
18","29.9
79","47.8
25","23.2
19","52.8
73","40.7
26","39.6
62","29.8
66","65.7
264","1.7
3"
2020,West Virginia,6,"105.8
62","82.4
6",".9470
10","47
228","40
8","18.8
124","20.4
137","37.7
10","26.8
130","43.9
15","36.9
265","47.2
215","41.3
23","30.9
227","25.4
14","71.6
110","1.9
3"
2019,"Iowa St.
6 seed, R64",6,"114.6
21","90.5
21",".9383
10","53.4
93","45.1
47","17
80","21.8
54","32.8
76","23.3
36","37.1
121","24.9
25","55.9
47","43.3
34","33.3
176","31.4
99","70.2
207","0.4
39"
2018,Temple,4,"122.7
5","95.5
67",".9469
10","53.7
88","46.2
57","17.9
111","17.4
258","32.9
95","33.8
286","30.2
272","22.1
13","51.1
135","48.7
143","38.9
55","28
31","69.2
251","1.3
10"
2017,"South Carolina
7 seed, Final Four",6,"108.0
69","82.0
4",".9594
10","53.2
72","37.2
2","21.3
263","21.5
69","40.7
7","28.6
134","36.8
157","48.2
313","51.6
111","36.8
3","37.6
85","25.2
8","68.1
280","1.5
12"
2016,"Miami FL
3 seed, Sweet Sixteen",5,"132.1
1","101.6
158",".9533
10","60.3
6","52.3
251","13.9
12","19.7
110","33.3
103","28.8
129","45.1
66","31.6
70","57
26","48
161","44
11","40.2
311","69.8
193","0.8
24"
2015,"San Diego St.
8 seed, R32",5,"107.4
70","80.0
5",".9670
10","47.2
191","39.2
12","18.9
118","24.5
27","37.6
46","39.9
329","49.4
33","28.5
51","49.5
127","37.8
11","28
291","28.3
57","63.8
284","1.6
8"
2014,"UCLA
4 seed, Sweet Sixteen",7,"123.1
7","98.5
78",".9285
10","61.4
4","44.5
48","15
39","19.9
91","34.1
101","29.5
105","38
236","27.8
12","59.7
6","42.6
44","44.1
12","31.3
95","72.9
43","0.8
27"
2013,Stephen F. Austin,2,"99.7
153","76.2
1",".9563
10","56.6
14","37.2
6","27
329","26.2
18","32.1
166","32.4
173","31.6
243","46.9
297","56.3
15","36.6
8","38.9
47","25.9
32","62.4
315","0.4
38"
2012,"Indiana
4 seed, Sweet Sixteen",7,"122.3
3","94.3
91",".9523
10","58.5
8","43.6
44","19
85","25.7
30","34.3
126","35.6
255","55.3
8","35.4
135","55.3
17","42
54","44.7
12","31.7
119","71.6
44","1.6
5"
2011,"Pittsburgh
1 seed, R32",7,"120.3
2","92.8
81",".9519
10","53.1
53","45.1
79","17.9
54","20.7
178","48.6
1","27.4
44","40
157","29.7
56","51.4
74","41
28","38.3
60","36.4
237","67.6
201","1.7
9"
2010,"Ohio St.
2 seed, Sweet Sixteen",5,"111.2
31","87.8
22",".9382
10","59.5
6","42.9
45","15.5
12","23.1
94","34.5
141","28.8
63","31.3
272","26.8
28","60.3
3","39
18","38.8
65","33.6
159","67.4
235","0.3
48"
2009,"Texas
7 seed, R32",5,"105.4
77","81.3
8",".9518
10","51.1
92","40.1
19","20.3
120","23.7
93","39.2
47","30.6
108","34.6
204","32
94","50.2
93","36.3
10","36
102","30.6
95","68.8
157","0.2
57"
2008,"Louisville
3 seed, Elite Eight",4,"111.9
25","85.7
13",".9557
10","56.1
34","40
6","22.1
158","20.4
250","35.2
123","31
112","36.3
163","27.2
53","54.2
53","39.6
15","39.3
68","27
24","69.4
156","0.5
38"
2020,Duke,7,"107.4
51","84.8
17",".9382
11","51.1
111","46.1
95","19.8
182","24.3
24","39.4
6","23.1
36","39.5
59","31.3
166","50.3
126","46.1
101","35.2
94","30.7
107","73.8
48","1.1
19"
2019,"Kansas
4 seed, R32",5,"116.8
15","92.2
35",".9381
11","55.2
48","50.8
187","16.7
64","18.8
183","30.7
125","21.3
11","40.3
68","27.5
59","50.9
166","45.9
62","44
7","37.8
288","74.6
44","2.5
1"
2018,"North Carolina
2 seed, R32",6,"116.7
16","91.0
25",".9460
11","52.2
121","49.7
144","16.7
57","19.4
158","34.1
65","24.3
43","32.3
223","23.4
18","51.1
135","43.6
39","36.6
119","38.4
269","76.6
20","1.8
5"
2017,"Kansas
1 seed, Elite Eight",6,"114.9
17","88.2
13",".9543
11","58
8","44.8
46","19.4
181","19.6
158","35.1
56","28.4
127","34.9
183","36.3
196","58
13","39.9
17","38.8
53","36.8
237","72.8
84","1.1
19"
2016,"Iowa St.
4 seed, Sweet Sixteen",5,"117.0
21","91.2
24",".9461
11","58.8
13","44.9
60","15.1
41","18.5
165","26.6
254","23.7
32","24.5
342","19.8
3","58.8
14","44.3
83","39.1
59","30.6
83","76.2
20","1.2
8"
2015,"Michigan St.
7 seed, Final Four",5,"114.8
20","86.7
21",".9618
11","56.7
23","41.6
31","19.9
163","17.7
269","33.5
114","27.8
79","25.3
331","29.9
66","52.7
57","40.4
30","42.1
20","29.8
88","67.2
153","0.5
38"
2014,"Virginia
1 seed, Sweet Sixteen",7,"110.4
88","88.5
9",".9272
11","54.7
44","43.6
28","21.3
297","22.1
25","38.8
32","21.1
3","41.9
178","25.4
6","52.9
70","39.3
5","39.3
47","33.8
168","63.6
334","0.7
35"
2013,"VCU
5 seed, R32",4,"111.0
38","85.6
17",".9523
11","50.7
98","46.2
113","18.4
75","26.5
14","38.6
46","31
141","29
283","37.3
191","49.1
116","49
219","35.7
98","26.6
41","66.4
202","-0.3
91"
2012,"Kansas
2 seed, Finals",4,"109.7
36","84.9
14",".9504
11","51.4
85","45
80","20.3
126","22
132","36.8
63","27.1
38","41.1
115","38.5
186","50.8
79","39
19","35.2
130","38.5
284","69.4
111","0.8
20"
2011,"Cincinnati
6 seed, R32",5,"100.3
157","78.0
1",".9473
11","46.7
215","38.4
6","20.8
140","24.7
49","40.4
25","26.6
30","47
60","23.5
11","44.3
248","38.2
11","34
163","26
20","66.2
254","0.3
44"
2010,Mississippi,5,"112.7
19","89.1
33",".9369
11","53.1
64","43
46","18.4
64","25.1
35","35.8
98","39.1
310","34.5
224","41.2
225","55.6
18","43.3
70","32.3
204","28.1
53","73
43","0.7
20"
2009,"Arizona St.
6 seed, R32",5,"119.3
3","92.1
64",".9517
11","59.1
6","43.8
56","21.1
157","22.9
115","30.5
228","32.4
154","46.7
49","34.9
141","62.1
3","41.4
47","36.9
88","31.2
108","63.8
304","0.8
19"
2008,"Xavier
3 seed, Elite Eight",5,"120.3
4","92.1
63",".9555
11","55.7
40","45.1
70","16.9
19","21.1
223","41.2
23","29.7
71","38.3
128","26.3
40","55.7
26","46.4
134","37.2
105","28.3
45","67.1
229","0.7
28"
2020,Stanford,7,"107.9
46","86.2
20",".9300
12","57.4
12","45
68","20.4
218","23.2
40","24.5
263","23.1
36","36.3
98","26.1
77","54
51","45.9
97","42.8
8","29
70","69.6
201","0.6
44"
2019,"Wisconsin
5 seed, R64",7,"112.2
35","88.6
12",".9375
12","54.9
55","44.7
38","13.8
7","17.6
242","25.3
264","26.4
95","28.8
268","24.4
21","50.8
168","45.8
58","42.1
14","28.5
40","65.6
342","2.3
2"
2018,"Gonzaga
4 seed, Sweet Sixteen",6,"121.5
8","94.8
60",".9452
12","58.9
12","45.4
44","17.1
71","18.6
197","36.8
27","28.6
160","32.6
217","31.6
122","58.4
20","39.1
4","39.7
47","37.3
245","72.3
110","1
15"
2017,UCF,5,"104.3
126","80.2
2",".9532
12","52.7
83","35.5
1","20.7
242","16.3
308","33.3
88","23.8
27","36.9
154","17.9
1","54.1
50","34
1","33.3
205","25
7","68.6
262","0.6
37"
2016,"Texas A&M
3 seed, Sweet Sixteen",6,"116.8
23","91.3
27",".9445
12","59.3
11","45
62","20.3
247","23.1
25","36.2
57","28.6
119","41.2
119","43.2
244","56.1
32","42.9
59","43.4
15","32.1
121","72.3
91","1.1
12"
2015,"Ohio St.
10 seed, R32",5,"118.0
8","89.9
40",".9582
12","63.5
2","43.8
63","17.4
63","27.7
4","39
33","32.1
193","25.7
329","24.2
17","63.9
3","41.4
49","41.8
24","31.5
124","67.9
130","0.4
48"
2014,"Gonzaga
8 seed, R32",5,"129.6
2","104.0
161",".9265
12","63.2
2","49.1
162","14.7
29","17.1
245","30.7
196","31.4
157","38.3
229","40.5
162","58.7
9","49.1
168","47
2","32.8
140","68.6
188","0.4
52"
2013,"Minnesota
11 seed, R32",7,"113.2
18","87.9
29",".9483
12","51.5
76","40
16","23.3
265","23.1
86","48
2","38.9
319","50.7
15","37.5
195","52.7
49","38.2
12","32.2
197","29.8
76","66.5
198","1.6
6"
2012,"North Carolina
1 seed, Elite Eight",6,"115.8
13","89.9
39",".9487
12","53.6
42","44.6
67","17.5
44","19.2
260","35.8
92","32.3
161","44
87","18.9
2","51.4
72","43.1
66","41.1
38","31.2
107","74.4
12","1.7
3"
2011,"Villanova
9 seed, R64",5,"113.8
19","89.1
34",".9437
12","49.2
151","40.8
14","14.3
5","18.9
250","36.4
81","26.6
30","38.1
191","28.7
44","52
60","40.5
23","28.7
285","27.5
38","69.3
143","0.3
45"
2010,"Saint Mary's
10 seed, Sweet Sixteen",4,"111.9
26","88.6
28",".9363
12","56.1
22","45
91","18.6
73","18.9
263","37.3
67","30.5
101","31.9
263","39
191","52.6
63","46.8
154","41.4
33","26.1
27","71.2
103","0.1
63"
2009,"Tennessee
9 seed, R64",5,"113.8
18","88.5
32",".9471
12","54.9
36","48.4
157","22.9
212","22.2
142","41.5
19","25.8
19","39.1
132","40.8
220","54.6
26","48.2
181","37
86","32.5
145","75.4
12","1.3
10"
2008,"Marquette
6 seed, R32",4,"118.3
6","91.2
51",".9522
12","57
23","48.5
140","18.3
40","22.9
143","38
69","30.8
105","34.4
192","37.4
191","56.5
21","47.2
148","38.6
76","34
157","69.2
163","0.6
34"
2020,Furman,5,"109.8
31","88.0
32",".9268
13","55
35","47.3
125","16.5
36","25.6
16","26.1
218","26.4
118","27.9
249","24.2
50","57.9
13","50.5
212","34.6
110","27.9
47","71.4
122","0.5
47"
2019,San Francisco,6,"106.4
112","84.2
5",".9363
13","55.9
35","40
5","16.7
64","19.3
160","31.7
94","17.9
1","29
263","18.3
2","59.5
12","42.4
27","33.6
171","24.1
6","70.6
184","0.5
37"
2018,"Arkansas
7 seed, R64",5,"115.8
20","91.1
26",".9408
13","55.8
46","49.3
129","15.8
32","21.4
86","29.4
170","27.6
128","41.6
60","32
128","52.8
91","48.7
143","41.7
24","33.6
146","75.6
30","0.8
23"
2017,"Florida
4 seed, Elite Eight",6,"114.1
22","89.0
21",".9456
13","46.7
267","46.7
82","16.2
45","23.7
27","37.3
25","35
314","44.1
45","27.6
47","48.1
195","44.2
73","29.2
310","34.3
171","70.4
188","1.7
5"
2016,"Michigan St.
2 seed, R64",7,"123.3
4","96.5
73",".9438
13","58.3
16","44.1
47","16.8
101","13.7
335","38.4
30","15.6
1","38.6
159","32
81","56.4
29","43.1
62","41.1
34","30.8
90","69
226","1.9
2"
2015,"Oklahoma
3 seed, Sweet Sixteen",4,"98.7
189","77.1
4",".9451
13","46
235","39.8
18","20.3
184","18.3
250","28.8
233","27.8
79","33.4
240","26.4
31","45.4
213","42
59","31.2
222","24.1
15","72.3
25","0.6
28"
2014,"Michigan St.
4 seed, Elite Eight",7,"117.6
20","94.4
41",".9261
13","56.9
18","44.8
54","14.3
20","19.2
122","30.5
199","26.5
38","27.4
335","32.5
56","56.3
24","41.7
29","38.8
53","33.1
149","71.6
69","1.9
5"
2013,"Ohio St.
2 seed, Elite Eight",4,"123.3
2","96.6
140",".9432
13","54.4
30","45.5
94","14.1
3","20.7
178","37.7
55","28.7
78","38
138","42.5
257","49.7
99","42.3
52","43.2
9","34.5
205","64.6
251","0.5
32"
2012,"Georgetown
3 seed, R32",4,"119.4
5","93.4
79",".9440
13","55
24","43.7
46","14.9
8","22.2
122","36.5
74","34.7
228","27.7
302","34.6
119","55.7
15","44.1
81","35.7
118","28.6
61","65.3
261","0.7
27"
2011,Iowa St.,6,"113.9
18","89.2
36",".9430
13","57.9
16","40.8
14","15.7
12","22.4
109","36.2
85","29.3
91","29.6
300","24.6
15","53.5
39","39.8
18","44.2
13","28.3
51","71.3
82","0.6
28"
2010,"Wisconsin
4 seed, R32",4,"106.2
92","84.4
12",".9334
13","49.1
152","42.2
33","18.5
68","18.8
264","32
200","25.2
17","33.8
232","40.8
217","52
76","43.6
75","29.2
277","25.4
23","63
326","0.6
24"
2009,Davidson,4,"115.7
12","90.1
45",".9464
13","53.6
48","44.2
65","14.7
7","24.4
74","35.8
100","27
27","27.1
306","44.9
270","48.7
133","40
34","40.3
37","35.3
220","72.7
49","0.1
66"
2008,"Tennessee
2 seed, Sweet Sixteen",6,"115.4
11","89.3
33",".9503
13","55.3
45","49.9
176","18
35","30.2
7","37.3
79","34.4
196","42.4
70","32.9
121","54.7
46","50.4
213","37.3
101","32.6
120","77
13","0.9
18"
2020,Arizona,8,"116.2
6","93.2
87",".9267
14","61
3","46.3
99","16.7
44","24.8
19","30
121","26.5
120","39.6
57","33.9
224","59.1
7","43.8
57","43.4
5","33.3
187","73.2
61","1.4
11"
2019,"Purdue
3 seed, Elite Eight",5,"122.8
5","97.4
91",".9349
14","57.3
17","50.4
173","18.9
155","21
86","39.6
11","24.1
46","28.1
278","29.7
97","56.5
40","49.5
153","38.7
55","34.3
206","69.8
221","0.2
55"
2018,"Florida
6 seed, R32",5,"127.1
2","100.8
144",".9347
14","57.7
26","50.7
171","12
2","18.6
197","31.7
117","25.3
62","39.2
90","34.7
176","51.2
134","49.8
176","46
6","34.7
174","73.8
69","1
16"
2017,"Baylor
3 seed, Sweet Sixteen",7,"114.5
19","89.6
27",".9438
14","52.9
80","43.7
28","18.5
138","19.4
173","34.3
67","27.3
96","40.9
94","18.6
2","54
51","44.8
81","33.9
187","27.6
16","65.7
333","2.6
1"
2016,"Virginia
1 seed, Elite Eight",5,"124.8
3","97.7
84",".9433
14","57.3
24","45.5
74","11.8
4","19.2
137","37.5
44","22.1
21","26
336","38
166","57
26","43.6
73","38.7
63","32.2
123","63.6
341","0.3
45"
2015,"Baylor
3 seed, R64",5,"109.3
55","86.0
16",".9402
14","50.2
117","38.3
6","21.3
234","18.1
256","40.9
17","26.8
57","41.8
113","27.3
37","48.8
145","39.4
25","35.1
127","24.4
17","61.8
328","0.8
26"
2014,"Creighton
3 seed, R32",5,"130.0
1","104.5
168",".9249
14","62.5
3","48
129","14.9
35","16.5
264","29
244","26.8
44","34.9
273","29.5
23","56.9
21","45.1
74","46.7
3","35
210","71.2
83","1.1
14"
2013,"Pittsburgh
8 seed, R64",6,"117.8
8","92.3
73",".9431
14","56.1
17","45.7
99","14.4
5","24.1
57","39.3
38","29.2
96","31.3
254","30.3
89","57.6
8","45.6
124","34.8
126","30.6
93","59.9
341","0.3
47"
2012,"Syracuse
1 seed, Elite Eight",7,"114.7
17","89.8
38",".9434
14","55.2
20","43.8
49","17.7
49","30.4
2","45.2
3","35.4
252","27.4
305","31.5
80","54.4
26","40.7
33","37.7
76","32.1
128","69.2
118","1.2
15"
2011,Washington St.,5,"113.8
20","89.4
39",".9411
14","60.3
4","40.9
16","17.4
38","23.8
71","29.9
239","29.9
106","30.7
284","28.2
36","62.2
2","44.4
100","38.1
63","24.2
8","70.3
112","0.6
26"
2010,"New Mexico
3 seed, R32",6,"118.0
6","93.9
87",".9329
14","53.6
53","44.7
86","13.2
3","19.1
254","35.7
99","26.7
33","37.3
179","37.5
174","52.1
72","43.1
66","37.4
86","31.3
109","69.7
130","0.8
16"
2009,"Purdue
5 seed, Sweet Sixteen",5,"106.6
58","83.7
12",".9420
14","51.2
88","38.3
5","15.8
10","25.7
46","28.2
281","36.3
258","28.8
290","36.6
173","51.5
69","39.1
26","33.8
171","24.2
8","71.6
73","0.3
49"
2008,"Butler
7 seed, R32",6,"129.9
2","101.1
190",".9466
14","61.9
4","49.8
173","15.6
7","21.3
211","27.9
288","31.7
127","28.1
291","31.8
106","51.8
88","50.3
210","47
5","32.6
120","58.3
340","1.6
4"
2020,Indiana,7,"110.1
30","88.3
39",".9264
15","56.4
20","44.7
56","18
91","22
80","36.5
22","21.3
10","50.1
1","36.5
254","58.2
12","43.6
52","34.7
108","30.8
110","72.2
94","0.7
32"
2019,"Utah St.
8 seed, R64",6,"108.8
77","86.5
10",".9330
15","54.4
72","41.6
7","18.4
138","18
216","34.3
55","20.5
6","39
89","40.5
277","54.9
73","36.2
2","35.6
124","33.3
167","74.4
50","0.4
42"
2018,"Arizona St.
11 seed, R68",6,"133.4
1","106.2
235",".9322
15","63.4
2","53.3
249","14.8
15","22.7
45","30.3
139","30.5
216","53.6
4","29.5
89","62.6
3","49.5
167","43
15","39.1
289","74.4
51","1.8
3"
2017,"Notre Dame
5 seed, R32",7,"123.5
3","96.8
87",".9426
15","55.2
31","44.9
47","12.3
1","20.4
110","35.3
53","30
178","33.9
201","23.6
17","51.5
115","39.5
14","40.6
22","35.1
198","68.9
252","1.3
16"
2016,"Xavier
2 seed, R32",7,"115.0
34","90.3
17",".9416
15","49.3
165","47.5
121","17.8
145","21.6
52","39.2
24","18.2
5","49
35","38.1
168","47.8
181","45.5
103","34.7
144","33.5
157","73.5
60","2.1
1"
2015,"Kansas
2 seed, R32",5,"115.7
12","91.1
55",".9400
15","46.7
211","44.7
72","19.5
144","15.3
331","40.2
22","30.6
147","53.6
15","34.5
122","45.8
203","43.2
76","32.6
191","31.8
129","65.6
208","1.6
3"
2014,"Duke
3 seed, R64",6,"125.4
4","100.8
112",".9249
15","59.5
7","48.3
140","15.2
41","18
192","28.7
253","31.8
169","48.3
78","43
202","56.8
22","50.7
215","43.2
17","27
31","71.5
71","0.5
46"
2013,"Oklahoma St.
5 seed, R64",5,"103.6
107","81.3
7",".9422
15","49.4
136","39.8
14","18.9
94","21.6
139","31.5
184","33.8
210","44.6
58","32.4
119","47.8
146","36.3
7","35.3
107","31
103","65.9
219","1.3
10"
2012,"Duke
2 seed, R64",7,"117.2
10","92.0
59",".9415
15","56.8
13","48.8
175","19.3
96","21.3
174","28.5
271","29.3
81","51.1
26","29.1
50","52.4
52","48.4
195","43.2
20","33.3
155","70.5
81","3.4
1"
2011,"Louisville
4 seed, R64",4,"109.3
45","86.0
14",".9406
15","53.2
52","41.6
26","20.2
117","26.2
26","38.4
48","35.7
252","40.2
154","41.1
206","56.8
14","43.8
84","32
216","25.5
17","74.2
26","0.6
27"
2010,"California
8 seed, R32",4,"117.5
9","93.5
84",".9320
15","51.5
102","49.5
189","18.4
64","19.8
230","35.4
110","26.3
28","34.6
223","37.3
172","49.3
133","47.7
168","38.4
75","35.5
206","71
107","-0.1
75"
2009,"Clemson
7 seed, R64",7,"112.3
25","88.3
31",".9409
15","55.6
26","43.6
52","23.1
223","26.4
31","41.9
14","33.6
186","40.9
109","25.9
26","53.4
42","39
24","40.3
37","35
212","72.8
45","1.2
13"
2008,"Georgetown
2 seed, R32",4,"111.1
38","86.6
17",".9458
15","56.2
32","39.6
5","19.2
56","18.8
300","33.6
167","32.3
142","24.9
318","15.2
1","56.3
22","39
13","37.3
101","27
24","62.7
320","0.8
23"
2020,Oregon,6,"117.2
4","94.3
100",".9239
16","52.9
64","43.3
30","16.3
33","17.6
264","34.9
39","34.2
320","32.2
170","27.5
96","49.8
137","45.7
94","39.1
30","26.7
24","67.4
287","1.2
17"
2019,"Michigan St.
2 seed, Final Four",6,"116.6
17","93.0
39",".9309
16","56.5
24","43.2
13","18.3
137","15.1
334","35.9
33","22.5
22","36.2
135","41.1
286","53
111","40.7
10","41.5
20","31.6
114","73
85","1.1
16"
2018,"Texas
10 seed, R64",5,"105.4
124","84.1
5",".9308
16","51.5
139","42.8
23","15.4
25","22.4
54","32.1
106","26.7
110","35.6
163","33.1
150","57.3
33","43
31","27.2
329","28.3
32","70
219","0.3
46"
2017,Indiana,5,"111.9
40","88.2
12",".9392
16","57.5
13","43.2
21","23.3
329","14.9
331","39.7
10","23.8
27","41.3
85","27.2
38","56.1
27","44.5
75","39.6
37","27.3
15","71.4
143","0.9
25"
2016,Louisville,5,"115.1
32","90.9
22",".9382
16","56.8
30","38.6
5","14.8
33","22.6
31","47.6
1","18.9
7","35.8
197","35.6
137","57.5
19","32.7
1","36.4
110","32
118","66.2
319","0.2
48"
2015,"Villanova
1 seed, R32",6,"109.6
53","87.2
25",".9327
16","52.5
67","45.7
101","16
27","26.4
12","35.4
81","28
85","35
219","24.6
20","56.3
19","47.8
182","31.5
215","27.8
44","65.6
208","1.3
13"
2014,Saint Mary's,6,"124.5
5","100.2
107",".9237
16","55.2
35","44.6
51","17.2
115","17.5
223","42.3
7","33.9
232","44.9
126","43.7
213","51.9
83","45.3
79","41.3
31","28.2
42","64.3
329","1
16"
2013,"Illinois
7 seed, R32",6,"117.4
9","92.6
75",".9387
16","56.2
16","47.5
154","19.5
119","22.4
109","36.5
76","25.8
31","29.8
276","28.2
54","49
120","47.5
175","43.6
5","31.7
117","68.5
132","1.2
16"
2012,"Virginia
10 seed, R64",6,"102.2
117","80.7
5",".9381
16","50.6
110","39.6
10","20.4
133","23.9
71","28
278","22.9
10","53.2
14","31.4
77","51
77","38.2
13","33.3
168","28.3
53","61.5
335","0.5
39"
2011,"Tennessee
9 seed, R64",6,"109.2
47","86.0
15",".9394
16","50
128","42.2
36","21.9
197","21.7
138","39.6
32","29.8
105","58.7
4","40.8
204","50.6
95","41.9
47","32.3
209","28.4
54","72.4
59","1.7
8"
2010,Arizona St.,6,"116.3
11","92.7
74",".9314
16","60.4
4","41.2
16","20.4
133","25.4
31","35.4
110","37.1
271","50.9
28","31
76","57.8
10","38.7
14","43.3
20","30.9
102","63.5
320","0.3
44"
2009,Georgetown,4,"108.6
46","85.4
21",".9407
16","54.3
41","39.2
10","22
185","21.7
162","27
301","35.6
237","53.5
13","34.4
131","62.9
2","36
9","28
292","30.8
99","68.5
170","0.4
39"
2008,"BYU
8 seed, R64",5,"111.6
30","87.7
24",".9417
16","56.3
31","42.3
24","21.4
130","20.9
229","36.1
103","28.6
46","36.2
165","33.1
128","53.4
66","41.7
38","40.9
41","29.1
57","72.5
66","0.8
22"
2020,Butler,7,"111.7
17","90.0
54",".9229
17","55.1
33","45.6
84","15
11","22.4
69","33
58","23.9
50","26
284","25.6
71","56.9
17","49.3
184","34.6
110","26.3
19","63.5
348","1.5
10"
2019,"North Carolina
1 seed, Sweet Sixteen",6,"121.0
7","96.6
79",".9303
17","54.9
55","48.9
124","16.4
56","18.6
189","38.7
16","23.2
34","32
218","35
202","54.8
74","48.2
110","36.7
92","33.2
166","77.9
10","0.9
23"
2018,"Missouri
8 seed, R64",5,"119.8
10","95.6
71",".9301
17","58
21","45.7
48","21.5
267","18.4
207","36.7
29","27.3
121","43.5
38","31.8
123","54.6
60","43.8
44","41.3
29","32.7
119","68.9
263","0.5
31"
2017,"Michigan
7 seed, Sweet Sixteen",5,"112.4
34","88.8
18",".9371
17","51.2
136","47.1
95","17.2
80","20.1
134","29.6
182","28.1
118","31.4
249","33.3
135","51.2
120","45
85","34.1
179","35
195","64.1
345","0.6
33"
2016,"Baylor
5 seed, R64",4,"117.9
16","93.6
43",".9339
17","56
35","44
45","18.4
176","20.6
80","41.9
7","26.8
79","40.1
139","37.9
164","52.2
83","44.6
90","42.9
22","28.7
49","71.8
109","0.2
52"
2015,"Xavier
6 seed, Sweet Sixteen",5,"122.9
3","98.2
142",".9292
17","57.7
16","51.5
246","16
27","19.8
185","36.1
71","27.2
63","28.2
302","25.1
23","58.9
7","46.4
152","36.8
82","40.6
313","68.8
97","-0.4
113"
2014,"Wisconsin
2 seed, Final Four",8,"120.9
8","97.4
64",".9233
17","56.3
24","49
161","14.6
26","15.7
290","27.5
281","26.2
28","42.4
167","24.6
4","50.8
114","48.1
140","43.6
14","34.5
195","65.6
304","2.9
1"
2013,"Wichita St.
9 seed, Final Four",7,"109.3
47","86.9
24",".9330
17","49.4
136","42.4
33","19
101","24.1
57","39
42","28.8
80","42.4
80","43.4
270","52.1
59","38.5
15","29.3
263","33.1
168","65.7
225","1.8
3"
2012,"Michigan St.
1 seed, Sweet Sixteen",5,"99.2
178","78.5
1",".9368
17","46.1
240","41
17","23.4
256","24.8
47","35.2
103","22.4
6","41.2
113","34.7
122","48.9
127","42.4
59","26.6
312","25.9
24","70.2
90","0.4
50"
2011,Saint Mary's,4,"118.5
4","93.8
92",".9362
17","60.1
6","42.9
43","19
82","21.8
134","35.1
104","25.3
19","44.3
82","41.1
206","61
6","43.8
84","39.1
51","26.9
29","68.2
183","0.4
40"
2010,"Missouri
10 seed, R32",4,"107.7
65","85.9
15",".9311
17","53.3
60","43.5
58","20.8
152","31.1
3","38
55","30.8
105","32.2
258","38
178","50.8
91","42.4
49","38.4
75","30.6
95","71.8
84","0.1
69"
2009,Washington St.,5,"94.2
241","74.4
2",".9378
17","50.2
124","34.9
1","20.9
148","24.9
57","33.5
155","24.1
11","23.5
328","28.5
50","49.5
109","30.7
1","34.2
156","29.2
62","62.2
328","0.3
45"
2008,Creighton,4,"106.2
84","83.4
3",".9417
17","53.2
88","43
30","21.9
151","30
10","37.3
79","26.2
24","36.5
159","43
259","49.4
145","44
77","40.5
48","26.9
22","72.1
74","0.6
33"
